source_file,model,segment_id,maxcpu,avgcpu,p95maxcpu,vmcorecountbucket,vmmemorybucket,lifetime,corehour,allocated_gpu_hour,avg_power_W,measured_energy_Wh,power_saving_index
vgg16_trace1.csv,vgg16,0,100.0,98.64926064322442,100.0,2,32,0.4659299999475479,0.919273000126464,0.9318599998950958,194.84219890773292,181.56565145372025,1.226239356285683
vgg16_trace1.csv,vgg16,1,100.0,99.3841461467216,100.0,2,32,0.4656972222195731,0.9256584158638468,0.9313944444391462,194.55545239692046,181.20786749783647,0.5579878172145143
vgg16_trace1.csv,vgg16,2,100.0,99.37853720855956,100.0,2,32,0.4658250000079473,0.925860141919341,0.9316500000158946,194.24684733312012,180.97007532098883,0.5623308408808432
vgg16_trace1.csv,vgg16,3,100.0,99.32213350367294,100.0,2,32,0.46564555558893417,0.9249782007519216,0.9312911111778683,194.32966113063077,180.97748604916373,0.6133928719111217
vgg16_trace1.csv,vgg16,4,100.0,99.29980836793357,100.0,2,32,0.46578555557462903,0.9250483281822426,0.9315711111492581,194.32987671670304,181.0320991824774,0.6337858049149607
vgg16_trace2.csv,vgg16,0,100.0,96.86867406560114,100.0,1,32,0.9296500000026491,0.900539628453427,0.9296500000026491,194.9201721952574,181.2075380818374,5.674198635042255
vgg16_trace2.csv,vgg16,1,100.0,89.25093517173154,100.0,1,32,0.9286258333259159,0.828807240489665,0.9286258333259159,179.33997866880873,166.53973713997448,17.901464310003746
vgg16_trace2.csv,vgg16,2,100.0,95.24082604260055,100.0,1,32,0.9287274999750985,0.8845277426610765,0.9287274999750985,189.04883667728188,175.5748534604927,8.355912701634024
vgg16_trace2.csv,vgg16,3,100.0,87.52193402788512,100.0,1,32,0.9298175000482135,0.8137942589719281,0.9298175000482135,176.9863934831672,164.56504593106797,20.534534998319803
vgg16_trace2.csv,vgg16,4,100.0,78.96858962468312,100.0,1,32,0.9287949999835756,0.7334563119916055,0.9287949999835756,164.60097848265622,152.88056580709522,32.15293917899658
vgg16_trace3.csv,vgg16,0,100.0,98.09366111336855,100.0,2,32,0.44027111113071443,0.8637561034652506,0.8805422222614289,199.39638663144981,175.57693739535588,1.673545716762106
vgg16_trace3.csv,vgg16,1,100.0,99.5535012867398,100.0,2,32,0.44024027778042685,0.8765492212097682,0.8804805555608537,201.81438236489458,177.69363950481295,0.39669990696710555
vgg16_trace3.csv,vgg16,2,100.0,99.56792631721522,100.0,2,32,0.4399763888782925,0.8761507333829651,0.879952777756585,201.8244700663678,177.59600305415108,0.383672795437314
vgg16_trace3.csv,vgg16,3,100.0,99.53745090071787,100.0,2,32,0.4400625000397364,0.8760539898190484,0.8801250000794728,201.79451307056706,177.60439583227,0.410753766603815
vgg16_trace3.csv,vgg16,4,100.0,99.51530543139646,100.0,2,32,0.44014555553595225,0.8760243878686391,0.8802911110719045,201.5598818231091,177.43137231758647,0.43000011231103213
