policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tm_tw_refined,20263218,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10946.690161484516,1094669.0161484515,1166253.3545055185,93.8620250839563,71584.33835706697,0.71,0.84,0.12091391347726443,0.03978189058360753,0.5000106250000016,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262350,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9641.399832352448,964139.9832352449,1195448.1459979282,80.65092463131528,231308.16276268335,0.64,0.78,0.09725509609482073,0.014251616366947745,0.48832895799999676,tw_support_offline,context_noise_refinement
tm_tw,20262670,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9977.356709579086,997735.6709579085,1105320.735544675,90.26662025536405,107585.06458676653,0.65,0.79,0.092660926711663,0.01260747328186229,0.5030994579999941,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263498,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9362.18280048397,936218.2800483969,912159.1356410168,102.63760384206125,-24059.14440738014,0.65,0.79,0.07777213747673291,0.011795753950443496,0.5037485840000073,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261642,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,18708.3261739566,1870832.6173956601,1904419.065247917,98.23639405500887,33586.44785225694,0.94,0.99,0.2012017155947207,0.06619093335966288,0.022950917000002846,oracle,context_noise_refinement
state_thompson,20262540,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13938.376342542802,1393837.6342542802,1733583.275485753,80.40211589280155,339745.64123147284,0.65,0.79,0.17867836899527503,0.0641152244747036,0.025302791000001434,state_thompson,context_noise_refinement
global_ucb_tw,20262376,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,14390.269459746445,1439026.9459746445,1633161.9332734686,88.11293703682495,194134.98729882413,0.73,0.8,0.20578096868768442,0.06636764834221166,0.4944965839999895,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262274,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13942.003166117218,1394200.3166117219,1681400.8784214323,82.918971585209,287200.56180971046,0.64,0.79,0.19487136982523048,0.05643592220524939,0.495732916999998,local_ucb_tw_dense,context_noise_refinement
exp4,20261397,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,16658.197380605132,1665819.7380605133,1712038.7674393754,97.30035147229813,46219.02937886212,0.88,0.9,0.1856454043028756,0.06633795570862548,0.5058909579999948,exp4_dense,context_noise_refinement
tw,20261247,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13796.237269466295,1379623.7269466296,1687395.6745851573,81.76053475340377,307771.9476385277,0.74,0.9,0.20055513342900189,0.06353095990439366,0.48836020900000676,tw_dense,context_noise_refinement
tm_tw,20261567,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13263.063498785743,1326306.3498785743,1753654.685189092,75.6309871652732,427348.3353105178,0.64,0.75,0.19127046170122064,0.05579532891783045,0.49620662499999924,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262395,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13292.79756550278,1329279.756550278,1533601.844253405,86.67697952576499,204322.08770312695,0.7,0.8,0.178997976782033,0.055897562125222684,0.5149252500000046,tm_tw_refined_dense,context_noise_refinement
tw,20261459,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,16341.716024366773,1634171.6024366773,1680239.5016093215,97.25825400911472,46067.89917264413,0.86,0.9,0.117425264754433,0.040945080247049355,0.48911108400000103,tw_offline,context_noise_refinement
tm_tw,20261779,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,16170.968702144803,1617096.8702144802,1740597.072399541,92.90472194033931,123500.20218506083,0.86,0.9,0.11901727748719117,0.03837343956525604,0.49897970800000735,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262607,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,14122.268517544166,1412226.8517544165,1663172.3290619275,84.91163706114261,250945.47730751103,0.71,0.85,0.12918247148528297,0.03986130013417132,0.4983154579999933,tm_tw_refined_offline,context_noise_refinement
tw,20262071,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10176.221073800252,1017622.1073800252,1721575.656202623,59.10992663689565,703953.5488225977,0.43,0.73,0.12233308840162754,0.039652259132565426,0.4895898329999966,tw_gated_offline,context_noise_refinement
tm_tw,20262391,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,16537.523430829904,1653752.3430829905,1729515.197041872,95.61941669616638,75762.85395888146,0.84,0.88,0.1303002717458042,0.04224238598857699,0.5015057920000032,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263219,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,14205.099359085094,1420509.9359085094,1594666.6229784698,89.07880276915336,174156.6870699604,0.8,0.9,0.12081333497351793,0.04202978723942324,0.5030222500000008,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262351,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,16004.978708044293,1600497.8708044293,1751259.8025943309,91.39122981258626,150761.93178990157,0.8,0.84,0.08324672348410496,0.01212747278393715,0.4870704169999982,tw_support_offline,context_noise_refinement
tm_tw,20262671,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,12951.91612651645,1295191.612651645,1626781.8711577572,79.61679654875154,331590.25850611227,0.62,0.81,0.08572527927535276,0.01441850001445573,0.49750633400000766,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263499,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,16144.866353136282,1614486.6353136282,1724196.124644348,93.63706438249015,109709.48933071969,0.82,0.89,0.0890980151082429,0.008624112564015287,0.5014003750000029,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261643,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5905.312041616009,590531.2041616009,627974.4248849401,94.03746088382505,37443.22072333924,0.89,0.98,0.1794909977749507,0.05536615445474944,0.023707707999989225,oracle,context_noise_refinement
state_thompson,20262541,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4110.1422608986495,411014.22608986497,603711.9334335093,68.08118298279963,192697.70734364435,0.45,0.66,0.1838954222066821,0.05487150254081945,0.02612541599999929,state_thompson,context_noise_refinement
global_ucb_tw,20262377,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4044.3459011586865,404434.59011586866,559231.0509083832,72.31976648273161,154796.46079251455,0.37,0.59,0.19325521227198397,0.06238156286871248,0.49541537500000743,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262275,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4680.102735550772,468010.27355507726,553806.3745548214,84.50792462099925,85796.10099974414,0.48,0.8,0.1941216769364732,0.06148722939952414,0.49436095800000146,local_ucb_tw_dense,context_noise_refinement
exp4,20261398,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4079.0409912932346,407904.09912932344,524041.093467817,77.83818944999857,116136.99433849356,0.44,0.6,0.19969375602030276,0.07562561803263348,0.5036522910000087,exp4_dense,context_noise_refinement
tw,20261248,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4382.912445252037,438291.2445252037,559850.7094959512,78.28716425487953,121559.46497074747,0.41,0.65,0.1992674006124258,0.0593148160278438,0.5146661249999909,tw_dense,context_noise_refinement
tm_tw,20261568,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4616.611550790761,461661.15507907607,566188.7499622335,81.53838364147474,104527.5948831574,0.49,0.69,0.20458052302909838,0.0516207363593181,0.4991058749999979,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262396,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5885.153339892065,588515.3339892065,615412.7254524156,95.6293735324638,26897.391463209176,0.69,0.82,0.19188057142205497,0.053167349137346824,0.496631457999996,tm_tw_refined_dense,context_noise_refinement
tw,20261460,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3189.5800323106237,318958.0032310624,637248.2440761379,50.05239421153329,318290.2408450755,0.34,0.62,0.13242458011164152,0.03996917304821774,0.4836285830000122,tw_offline,context_noise_refinement
tm_tw,20261780,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4672.346798463153,467234.67984631535,541789.7078123345,86.23912066047524,74555.02796601917,0.54,0.71,0.12585034411829296,0.04470568351621324,0.5012474170000019,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262608,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4539.606431884189,453960.64318841894,520674.18758875685,87.18708436281652,66713.54440033791,0.45,0.66,0.11334293401213724,0.04038516751763055,0.5002825830000006,tm_tw_refined_offline,context_noise_refinement
tw,20262072,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4235.110255463903,423511.0255463903,561461.6149645455,75.43009428581037,137950.5894181552,0.54,0.8,0.11601898390748856,0.03847040990667537,0.48881658300000197,tw_gated_offline,context_noise_refinement
tm_tw,20262392,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4384.155800335767,438415.5800335767,576121.0061842076,76.09782933229806,137705.42615063093,0.5,0.75,0.11147995746528938,0.03903842138985096,0.5016067910000004,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263220,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4954.947408577384,495494.74085773836,532793.3517491682,92.99942261498234,37298.61089142988,0.51,0.73,0.12090533347515417,0.04079978789446989,0.501094916999989,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262352,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3290.3647606818813,329036.47606818815,632102.8789124992,52.05426000183366,303066.40284431103,0.39,0.63,0.08592996249001857,0.010423153075314013,0.4888556660000063,tw_support_offline,context_noise_refinement
tm_tw,20262672,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3559.4542503052817,355945.42503052816,606467.2678492824,58.69161352974894,250521.8428187542,0.5,0.7,0.08899511035134534,0.010004532606000049,0.49703766700000074,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263500,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4641.632136504206,464163.2136504206,557836.4404374571,83.20776127253758,93673.22678703646,0.52,0.8,0.09598267541101432,0.015501342380400924,0.5009153329999947,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261644,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9424.036659849473,942403.6659849472,958034.8033921749,98.36841653853477,15631.137407227652,0.96,0.99,0.1963961334703674,0.060985162712039465,0.02352650000000267,oracle,context_noise_refinement
state_thompson,20262542,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5985.6882185735485,598568.8218573548,834150.5595992797,71.75788770613585,235581.73774192482,0.35,0.48,0.191430531467969,0.05996147018565495,0.025996541999987244,state_thompson,context_noise_refinement
global_ucb_tw,20262378,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2462.8821572230036,246288.21572230035,796231.0815252138,30.931751025157798,549942.8658029134,0.25,0.5,0.18664924071184788,0.05138513690607824,0.4984384170000027,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262276,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6841.61016413925,684161.016413925,830960.3341940307,82.33377554387238,146799.31778010575,0.51,0.69,0.217196744113037,0.05693869366030652,0.4945763329999977,local_ucb_tw_dense,context_noise_refinement
exp4,20261399,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9030.746259977246,903074.6259977246,947481.6662935382,95.31315044126079,44407.04029581358,0.75,0.83,0.1909461606247083,0.07055079015474028,0.5022448750000024,exp4_dense,context_noise_refinement
tw,20261249,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6592.253421498108,659225.3421498107,845832.6675188743,77.93803283615793,186607.32536906353,0.47,0.75,0.18645886837007683,0.050587969838335474,0.48835608299999933,tw_dense,context_noise_refinement
tm_tw,20261569,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8237.131456149662,823713.1456149663,908783.8879599205,90.63905693399508,85070.74234495417,0.67,0.8,0.19440631120414004,0.06137548732971918,0.5194297500000005,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262397,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9715.891553669946,971589.1553669946,950717.8102403196,102.19532493257901,-20871.345126674976,0.75,0.89,0.19315678854543666,0.06662349816569933,0.5158445830000034,tm_tw_refined_dense,context_noise_refinement
tw,20261461,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8111.91329038201,811191.329038201,857489.1215869994,94.60077202342664,46297.792548798374,0.6,0.79,0.11644214751161389,0.03931887395707915,0.4879806670000022,tw_offline,context_noise_refinement
tm_tw,20261781,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7397.781953794834,739778.1953794834,937577.7693357108,78.9031288469679,197799.5739562274,0.6,0.76,0.13184221567828536,0.04073252903593845,0.4967247080000021,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262609,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8979.823614228922,897982.3614228923,903456.1605738973,99.39412675568809,5473.799151004991,0.71,0.9,0.10922143839369661,0.04215409220321144,0.5010409169999974,tm_tw_refined_offline,context_noise_refinement
tw,20262073,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9017.934613196892,901793.4613196893,907820.2440608467,99.33612598082209,6026.782741157454,0.73,0.89,0.11381635682227606,0.04109422244792856,0.4887836249999964,tw_gated_offline,context_noise_refinement
tm_tw,20262393,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8374.217129606826,837421.7129606827,885228.238051673,94.59952551940624,47806.525090990355,0.69,0.87,0.11209443627887213,0.038203494242540485,0.49985691700000245,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263221,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8787.374635782826,878737.4635782826,901442.3339745692,97.48127311747407,22704.8703962866,0.68,0.85,0.12062670609842449,0.04298708220772899,0.49998691600001166,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262353,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7248.9929718303765,724899.2971830376,912681.6083478698,79.42521143767162,187782.3111648322,0.61,0.78,0.08058303350310807,0.01292025703703923,0.4903076249999998,tw_support_offline,context_noise_refinement
tm_tw,20262673,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7817.82403018113,781782.403018113,917028.5568275948,85.25169660175493,135246.15380948177,0.61,0.72,0.10129417135319085,0.018414075282971527,0.4992717079999949,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263501,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9423.622254843081,942362.2254843081,932313.2882770668,101.07784983155308,-10048.93720724131,0.73,0.89,0.0797767567480006,0.01081859213332953,0.4991435830000057,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261645,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6460.665642268985,646066.5642268985,692165.3481093792,93.33991740436045,46098.7838824807,0.9,0.96,0.17977274464597678,0.053139126062130206,0.02342674999999872,oracle,context_noise_refinement
state_thompson,20262543,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4481.660124763755,448166.01247637556,543745.8352589462,82.421966921907,95579.82278257061,0.36,0.65,0.1867572737364082,0.06107563756541816,0.025809792000003995,state_thompson,context_noise_refinement
global_ucb_tw,20262379,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4474.758252445753,447475.82524457533,631095.1720297217,70.90465037236909,183619.34678514634,0.44,0.69,0.1777673782297758,0.0520908615741068,0.4980652919999926,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262277,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5383.203015799053,538320.3015799053,643179.4202102195,83.69675469466334,104859.11863031413,0.54,0.74,0.1931211813992295,0.05816140761616882,0.4962849170000112,local_ucb_tw_dense,context_noise_refinement
exp4,20261400,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5940.109760216583,594010.9760216583,661955.9214648446,89.73572963999918,67944.94544318633,0.64,0.86,0.1942479930553915,0.05830910979006646,0.5037022910000104,exp4_dense,context_noise_refinement
tw,20261250,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4633.23191285554,463323.19128555397,629668.9911584811,73.58202449085512,166345.79987292713,0.46,0.71,0.1906318557426128,0.05633178728902746,0.4864883340000006,tw_dense,context_noise_refinement
tm_tw,20261570,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5257.229550284863,525722.9550284863,693836.8335657378,75.7704015693016,168113.8785372515,0.5,0.68,0.1937493316356045,0.052174202067982824,0.4996884580000085,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262398,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5888.562194644802,588856.2194644802,627421.5499587915,93.85336214593774,38565.33049431129,0.69,0.84,0.179239199009542,0.06020108577841956,0.5053744169999987,tm_tw_refined_dense,context_noise_refinement
tw,20261462,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4246.924810249318,424692.4810249318,697892.7562783431,60.85354478955935,273200.2752534113,0.37,0.67,0.11738367494225088,0.03580424291260515,0.48698679199999617,tw_offline,context_noise_refinement
tm_tw,20261782,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5647.073105260893,564707.3105260893,699736.2292915102,80.70288301319785,135028.9187654209,0.65,0.72,0.12785405017890816,0.04356532311272699,0.4957365000000067,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262610,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5916.107085194513,591610.7085194513,673794.5080930984,87.80283920594204,82183.79957364709,0.63,0.84,0.11400574719261532,0.03636766136198935,0.49997666699999854,tm_tw_refined_offline,context_noise_refinement
tw,20262074,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4916.250488779448,491625.04887794476,698106.2929862823,70.42266397211881,206481.2441083375,0.54,0.68,0.11260101228005728,0.03980092770546765,0.4921707080000033,tw_gated_offline,context_noise_refinement
tm_tw,20262394,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3570.146347238812,357014.6347238812,623864.3564634138,57.22632348283839,266849.7217395326,0.3,0.52,0.10882312406869815,0.03828012961271595,0.5030232919999946,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263222,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5783.256609473156,578325.6609473155,674524.5571231742,85.7382662854939,96198.89617585868,0.59,0.74,0.10754471205965957,0.039637196402667094,0.49934341700000573,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262354,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5057.920974671858,505792.09746718575,682837.6152992937,74.07209066030914,177045.5178321079,0.49,0.72,0.09222968127781302,0.01481169238888895,0.49013170800000694,tw_support_offline,context_noise_refinement
tm_tw,20262674,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4838.3552118463895,483835.52118463896,650422.7586791252,74.38785232042146,166587.23749448627,0.47,0.63,0.08926840650371914,0.014809877292558648,0.5018442080000085,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263502,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5986.619851327621,598661.9851327621,661365.5093450415,90.51908160823575,62703.52421227936,0.61,0.82,0.07661305583195914,0.013126707954646374,0.5006721669999905,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261646,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11653.84989710357,1165384.989710357,1240241.5967526864,93.9643528133288,74856.60704232939,0.87,0.94,0.19804976035572147,0.06427927452464673,0.02297304199998962,oracle,context_noise_refinement
state_thompson,20262544,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7667.807825308564,766780.7825308564,1231284.5520803635,62.27486418434414,464503.76954950707,0.47,0.67,0.17785582859403742,0.05508708380626879,0.025347624999994878,state_thompson,context_noise_refinement
global_ucb_tw,20262380,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8768.105294085346,876810.5294085346,1086024.1098883515,80.73582542275925,209213.58047981688,0.47,0.71,0.20486318132602976,0.05738494200422664,0.49643925000000877,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262278,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10410.230904085493,1041023.0904085493,1219611.524220398,85.35694110253623,178588.43381184863,0.71,0.85,0.19292293942685165,0.05409580648274499,0.49734195899999634,local_ucb_tw_dense,context_noise_refinement
exp4,20261401,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9938.17113416046,993817.1134160461,1211409.3411603805,82.03809229868511,217592.22774433438,0.51,0.75,0.18009945853307308,0.061038396727223304,0.5023174170000004,exp4_dense,context_noise_refinement
tw,20261251,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5262.092373508443,526209.2373508443,1127782.6010076455,46.65874760620438,601573.3636568012,0.3,0.65,0.18597302072623598,0.048342144377278,0.4858029170000009,tw_dense,context_noise_refinement
tm_tw,20261571,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10198.358899418174,1019835.8899418174,1288713.6109258765,79.13596017730549,268877.72098405915,0.55,0.7,0.18041925969970735,0.055023157448634154,0.497414292000002,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262399,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9380.542992922032,938054.2992922032,1151940.9345725842,81.43249980436354,213886.63528038107,0.42,0.79,0.1920467488638641,0.06091253793779825,0.4988795419999974,tm_tw_refined_dense,context_noise_refinement
tw,20261463,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7468.931621902557,746893.1621902557,1178563.7807067938,63.37316439016462,431670.61851653806,0.45,0.7,0.1278451640331452,0.03625351246780254,0.48613770899999054,tw_offline,context_noise_refinement
tm_tw,20261783,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,11480.399350816317,1148039.9350816316,1238411.1577972863,92.70264789309599,90371.22271565464,0.67,0.87,0.11862057255408523,0.039182860031836034,0.49500779200000977,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262611,100,8,2,0.0,0.45,0.1,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10244.448968143948,1024444.8968143949,1231209.7826836617,83.20636427867049,206764.88586926681,0.5,0.74,0.12715365518806707,0.03994103036880305,0.497410333000019,tm_tw_refined_offline,context_noise_refinement
tw,20262075,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9994.979573602714,999497.9573602714,1243785.718872409,80.35933699788706,244287.76151213772,0.55,0.67,0.12293423514248514,0.04091771375123747,0.4865672090000146,tw_gated_offline,context_noise_refinement
tm_tw,20262395,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9179.646761586791,917964.6761586792,1236168.8237518687,74.25884381815946,318204.1475931895,0.52,0.68,0.12508307643592986,0.041787775003053494,0.4981906669999887,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263223,100,8,2,0.0,0.45,0.1,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8192.308125880956,819230.8125880957,1113147.9804795405,73.59585849809238,293917.1678914449,0.43,0.72,0.11973022706103525,0.039504286679626695,0.4985352920000139,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262355,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9841.040697365148,984104.0697365147,1193186.8303352569,82.47694700586035,209082.76059874217,0.55,0.77,0.11119697879707746,0.018497661368330143,0.48650770799997645,tw_support_offline,context_noise_refinement
tm_tw,20262675,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10145.103299181863,1014510.3299181863,1223679.4237819626,82.90654481896017,209169.0938637763,0.53,0.73,0.08053235076486737,0.014160399966068462,0.4993093749999957,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263503,100,8,2,0.0,0.45,0.1,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,11319.102413188675,1131910.2413188675,1348146.1523471773,83.96049933815898,216235.91102830973,0.61,0.78,0.08584762419744314,0.012770018239872066,0.4993439579999972,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261647,100,8,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,12327.70786088533,1232770.786088533,1354293.348251662,91.02686561076227,121522.56216312898,0.89,0.95,0.1747696654699103,0.05593233340800246,0.02336016699999277,oracle,context_noise_refinement
