policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tw,20261250,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4126.830179724164,412683.0179724164,650655.2241850334,63.425759547126546,237972.20621261693,0.43,0.67,0.18300587785123182,0.04049431982757208,0.4799258749999993,tw_dense,context_noise_refinement
tm_tw,20261570,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5933.281224878064,593328.1224878064,702381.9829956209,84.47371043848452,109053.86050781456,0.63,0.83,0.1820675411588784,0.04876281608483285,0.49608970900000315,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262398,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6343.152036563298,634315.2036563298,680052.0936568191,93.27450199372963,45736.89000048931,0.67,0.84,0.18445477699016075,0.04963585648233489,0.495298916000003,tm_tw_refined_dense,context_noise_refinement
tw,20261462,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4574.032624093897,457403.26240938966,645154.8254692478,70.89821611063691,187751.5630598581,0.41,0.68,0.11462537886277066,0.024889208931876225,0.48274070800000146,tw_offline,context_noise_refinement
tm_tw,20261782,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3575.8568495857307,357585.6849585731,629937.4691193225,56.765266790446994,272351.7841607494,0.26,0.64,0.10508386037916571,0.02505588513030069,0.4935515829999986,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262610,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6794.47990084292,679447.990084292,725321.0788817722,93.67547833185783,45873.08879748022,0.77,0.9,0.11418330619567187,0.026647708260915327,0.4924025000000043,tm_tw_refined_offline,context_noise_refinement
tw,20262074,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4581.06268747479,458106.268747479,668961.9728419451,68.48016589064252,210855.7040944661,0.43,0.67,0.11614837139430734,0.025482892367560052,0.4839914169999986,tw_gated_offline,context_noise_refinement
tm_tw,20262394,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3961.7446503489373,396174.4650348937,681679.1011287185,58.117443292439425,285504.63609382475,0.39,0.58,0.10785537560800909,0.026871054880638134,0.4951572910000053,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263222,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6445.856125625111,644585.6125625111,655745.6160244012,98.29812000428612,11160.003461890039,0.78,0.91,0.11660400788768586,0.02735757704264428,0.4996648330000042,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262354,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6018.818395303335,601881.8395303335,700987.7220514567,85.86196599405656,99105.88252112316,0.65,0.84,0.08249425371813188,2.2645119332902715e-07,0.48532724999999743,tw_support_offline,context_noise_refinement
tm_tw,20262674,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5710.210665045788,571021.0665045788,667935.5872092531,85.49043911410688,96914.5207046743,0.68,0.89,0.07966530079755568,2.2519760309459888e-07,0.4967047079999958,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263502,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6404.057944195956,640405.7944195956,668332.4354652278,95.82144460395784,27926.64104563219,0.69,0.85,0.06726774677592287,2.5004363198186023e-07,0.4983372919999951,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261646,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11701.111488331864,1170111.1488331864,1170111.1488331864,100.0,0.0,1.0,1.0,0.17585946376866957,0.0414539470341219,0.02021558300000237,oracle,context_noise_refinement
state_thompson,20262544,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7709.916053593601,770991.6053593601,1219755.7097108252,63.20869000417663,448764.1043514651,0.36,0.58,0.17410693371132263,0.04038433124150343,0.02211737500000055,state_thompson,context_noise_refinement
global_ucb_tw,20262380,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5070.783798007633,507078.3798007633,1160345.6455409855,43.700631940954906,653267.2657402223,0.28,0.55,0.1773867252525211,0.03287870792344234,0.4914012079999992,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262278,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10090.887579174792,1009088.7579174793,1259352.9242081698,80.12755904401885,250264.16629069054,0.55,0.74,0.17955345449455062,0.03665670179385435,0.4936754169999986,local_ucb_tw_dense,context_noise_refinement
exp4,20261401,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10965.08092817076,1096508.092817076,1244694.6957783648,88.09454210226059,148186.60296128877,0.6,0.79,0.18615642291975384,0.0628826595400579,0.4988212079999954,exp4_dense,context_noise_refinement
tw,20261251,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10268.74267578778,1026874.2675787781,1198345.1888640313,85.69102434935307,171470.92128525325,0.53,0.79,0.1872568996718356,0.040980018758020376,0.47931333300000034,tw_dense,context_noise_refinement
tm_tw,20261571,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9610.458721506515,961045.8721506514,1204287.3356408137,79.8020409007514,243241.46349016228,0.55,0.75,0.1631946616371746,0.03958087810167177,0.49520370799999824,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262399,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9398.304657343964,939830.4657343965,1220663.9355739648,76.9933835468385,280833.46983956837,0.42,0.63,0.16900752779855144,0.04255176441479972,0.49417808400000496,tm_tw_refined_dense,context_noise_refinement
tw,20261463,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10003.597715323769,1000359.7715323769,1234518.9956650562,81.03235147009352,234159.2241326793,0.54,0.78,0.10851996535125681,0.025129549206792178,0.4809432919999992,tw_offline,context_noise_refinement
tm_tw,20261783,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8681.862319434054,868186.2319434055,1107278.6364121754,78.4072051418348,239092.4044687699,0.46,0.67,0.11299921380458416,0.024647687698147385,0.4941340000000025,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262611,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,11680.056849664268,1168005.6849664268,1387283.198873376,84.19374543820423,219277.5139069492,0.57,0.77,0.12455937121531993,0.026266424865729755,0.49304541600000107,tm_tw_refined_offline,context_noise_refinement
tw,20262075,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4298.628311890933,429862.83118909335,1183530.692044524,36.320378852745634,753667.8608554306,0.22,0.55,0.1163871699982275,0.025924923531898243,0.48431695800000085,tw_gated_offline,context_noise_refinement
tm_tw,20262395,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,11410.964452468323,1141096.4452468322,1234579.5260419564,92.42794175480704,93483.08079512417,0.62,0.86,0.11474703697661542,0.026408236232522572,0.4966398749999996,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263223,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,11646.702318542106,1164670.2318542106,1312558.0473738164,88.73285521996519,147887.81551960576,0.6,0.82,0.11426704737559572,0.0261185485735398,0.49763470800000675,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262355,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10647.905602707338,1064790.560270734,1288321.2603345849,82.64945965373585,223530.70006385096,0.56,0.71,0.09699626352669974,2.1458068221286763e-07,0.48685429199999675,tw_support_offline,context_noise_refinement
tm_tw,20262675,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,11735.545860828006,1173554.5860828005,1284912.8236750255,91.33340133739772,111358.23759222496,0.67,0.88,0.08407522183872525,2.2598230804289888e-07,0.49686533300000235,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263503,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,11162.703776336619,1116270.377633662,1291388.6160492683,86.43953986900212,175118.23841560632,0.62,0.73,0.07469627496569474,2.386971685780753e-07,0.49798224999999974,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261647,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13900.343124611638,1390034.3124611638,1390034.3124611638,100.00000000000001,0.0,1.0,1.0,0.1864428783975644,0.03954071184799763,0.020074417000003564,oracle,context_noise_refinement
state_thompson,20262545,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3438.3634541820734,343836.34541820735,970355.1959693178,35.43407062140154,626518.8505511105,0.13,0.33,0.17956547174159093,0.04258448522162734,0.022443875000000446,state_thompson,context_noise_refinement
global_ucb_tw,20262381,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11354.014881156407,1135401.4881156406,1337729.228178197,84.8752844895152,202327.74006255646,0.58,0.81,0.17933540118488456,0.03309598509356582,0.4901680420000005,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262279,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9315.070371185224,931507.0371185225,1376837.549888351,67.65555146241176,445330.51276982855,0.5,0.7,0.17583139227314956,0.038527911288551916,0.49162483399999957,local_ucb_tw_dense,context_noise_refinement
exp4,20261402,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9906.24744710933,990624.744710933,1110398.9508313253,89.21340784492631,119774.20612039231,0.45,0.66,0.1821807349000734,0.04822281124325145,0.49672350000000165,exp4_dense,context_noise_refinement
tw,20261252,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10243.140694538253,1024314.0694538254,1321535.5445156859,77.50938472330037,297221.4750618605,0.49,0.67,0.17861560679246014,0.03059143266430441,0.48136108399999955,tw_dense,context_noise_refinement
tm_tw,20261572,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6847.827427734077,684782.7427734077,1104271.3915867475,62.012178164774426,419488.64881333977,0.36,0.63,0.1908832857874477,0.035180339668480734,0.4918367500000045,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262400,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,12721.1094500867,1272110.94500867,1296405.7945925149,98.12598418757598,24294.849583844887,0.64,0.87,0.1873701281263291,0.038668910509932174,0.49213216599999754,tm_tw_refined_dense,context_noise_refinement
tw,20261464,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3930.805304498331,393080.53044983314,1142480.980247986,34.405870841238105,749400.4497981529,0.34,0.52,0.11506312953959638,0.02339817111508185,0.4797610419999998,tw_offline,context_noise_refinement
tm_tw,20261784,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10380.385627571733,1038038.5627571734,1281741.4773788876,80.98657811089353,243702.91462171415,0.49,0.68,0.10777953225597946,0.024942848976334243,0.4937317919999984,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262612,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,12866.634244821025,1286663.4244821025,1323778.7769543773,97.19625717541219,37115.3524722748,0.63,0.84,0.10801785032734934,0.025055395683758603,0.4932547920000019,tm_tw_refined_offline,context_noise_refinement
tw,20262076,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,12363.019670038351,1236301.9670038351,1359615.618175274,90.93025635164909,123313.65117143886,0.69,0.81,0.10556162984235858,0.025680231080846754,0.4838319580000032,tw_gated_offline,context_noise_refinement
tm_tw,20262396,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3269.2181909369183,326921.8190936918,996192.384009953,32.81713696482401,669270.5649162612,0.13,0.43,0.1002924613569727,0.031526866398936766,0.49546345799999614,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263224,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,12669.956833382426,1266995.6833382426,1407043.2666572186,90.04667541946355,140047.583318976,0.63,0.78,0.1145368339567719,0.025206247460747903,0.4959062920000008,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262356,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8686.346891552224,868634.6891552224,1280161.9328106253,67.85350094328416,411527.2436554029,0.36,0.61,0.10249666116759266,2.155944721534903e-07,0.4842918749999967,tw_support_offline,context_noise_refinement
tm_tw,20262676,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9683.48836873119,968348.836873119,1270983.021274423,76.18896717456929,302634.184401304,0.39,0.62,0.09378793230266982,2.3783630538906588e-07,0.4986118750000017,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263504,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,13312.81661168788,1331281.661168788,1356215.1000545104,98.16154245114066,24933.43888572231,0.67,0.87,0.06878332996138231,2.2101877057622456e-07,0.5003481670000056,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261648,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11500.194185095781,1150019.418509578,1150019.418509578,100.0,0.0,1.0,1.0,0.18529246358727314,0.04683446103241973,0.020119291000000317,oracle,context_noise_refinement
state_thompson,20262546,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8903.057433466898,890305.7433466899,1124395.6431546167,79.18082471832052,234089.89980792685,0.54,0.77,0.16463525191664752,0.044218221310375366,0.022451082999999983,state_thompson,context_noise_refinement
global_ucb_tw,20262382,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8737.941948163572,873794.1948163572,1106719.5806057933,78.95353169210777,232925.38578943606,0.58,0.67,0.17919883192471575,0.044457468153996725,0.49279187499999466,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262280,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10856.48685960769,1085648.685960769,1125625.8240385004,96.4484522988019,39977.13807773148,0.83,0.9,0.1748091668125308,0.045103897722291904,0.5005605419999952,local_ucb_tw_dense,context_noise_refinement
exp4,20261403,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8489.323413430442,848932.3413430442,985030.519465335,86.18335417707021,136098.17812229076,0.53,0.72,0.1878730145145711,0.04693544349617983,0.5390818330000045,exp4_dense,context_noise_refinement
tw,20261253,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9167.132550742715,916713.2550742716,1101781.5806026752,83.20281181074282,185068.32552840363,0.62,0.77,0.18902120987472026,0.036059618843960944,0.5015898749999934,tw_dense,context_noise_refinement
tm_tw,20261573,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10985.84426246612,1098584.426246612,1114387.031779367,98.58194639006858,15802.605532754911,0.74,0.83,0.20034199337216263,0.04548463544766424,0.5060750420000062,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262401,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10620.177082141996,1062017.7082141996,1121435.7372488142,94.70161088495512,59418.02903461456,0.75,0.86,0.17742904185439218,0.04623695430352485,0.5055847089999901,tm_tw_refined_dense,context_noise_refinement
tw,20261465,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10152.09486833258,1015209.4868332581,1075691.0043082316,94.37742648839304,60481.517474973574,0.75,0.87,0.11272326215570674,0.027156505852391457,0.48446512499999983,tw_offline,context_noise_refinement
tm_tw,20261785,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10330.184999486217,1033018.4999486216,1104915.2898848932,93.49300434210105,71896.78993627161,0.73,0.85,0.11330867488586045,0.027554593385521905,0.49542779099999734,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262613,100,8,2,0.0,0.45,0.0,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9683.701912720651,968370.191272065,1055212.78826968,91.77013414137845,86842.59699761495,0.74,0.92,0.11877743571718229,0.02532664323357775,0.49516524999999945,tm_tw_refined_offline,context_noise_refinement
tw,20262077,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10860.561194259939,1086056.1194259939,1082510.6635865544,100.32752156248445,-3545.455839439528,0.82,0.95,0.10009218534608719,0.02992722010919279,0.48397962500000347,tw_gated_offline,context_noise_refinement
tm_tw,20262397,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9643.378289851275,964337.8289851274,982546.4685177277,98.1467910052061,18208.639532600297,0.68,0.82,0.11256580769855275,0.02934168913688634,0.4980733339999972,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263225,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,9698.667749901355,969866.7749901356,1096517.0801140484,88.44976449334105,126650.30512391287,0.69,0.93,0.10808043671757224,0.027005293177581515,0.5002037500000114,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262357,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8827.91686275511,882791.6862755109,1161144.8079314872,76.02769958108443,278353.1216559763,0.64,0.75,0.06859990988881236,2.2672465091791355e-07,0.4855296250000123,tw_support_offline,context_noise_refinement
tm_tw,20262677,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,11357.072150394322,1135707.2150394323,1169794.1845160613,97.08607121425119,34086.96947662905,0.93,0.98,0.08336609820655809,2.5133077755967747e-07,0.4975640830000003,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263505,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,10196.172507927044,1019617.2507927044,1154159.2254055275,88.34285845044039,134541.9746128231,0.72,0.91,0.08637705524918302,2.3444959319529797e-07,0.5012967920000051,tm_tw_refined_support_offline,context_noise_refinement
